"title","category","date","date_created","description"
"Addicted to the word","Faith for Faith","""2016-06-09T17:10:43.871Z""","""1970-01-01T00:00:00.000Z""","I want you to begin to develop an addiction today—an addiction to the Word of God. That may sound odd to you, especially if you don’t have much of an interest in the Word right now. But, believe me, it’s possible. I’ve done it myself and I’ve seen others do it, time and again.\r
All you have to do is make a decision to give yourself to it. To focus your time and attention on it. The more you give yourself to it, the more your desire for it will grow. Eventually, it will consume your thinking.\r
Surprised? You shouldn’t be. That happens with anything you totally give yourself to. It happens, for example, with people who give themselves to pornography. As they focus their attention on it, the spirit behind it moves in on their consciousness and eventually draws them from mental activity into physical activity. Finally, they come to a place where they can’t be satisfied. They can’t get enough.\r
That same principle works on the positive side when you begin to give yourself to God’s Word. You can give yourself to it to the point where it totally consumes your mental and physical life. The more of it you get, the more you want. The Spirit behind the Word, the Holy Spirit, will draw you and lead you closer to Jesus than you ever imagined possible.\r
I’ve never yet met anyone walking in faith and power who at some time hadn’t developed that kind of addiction by giving themselves totally to the Word for an extended time. I don’t mean just a few minutes here and there either. I’m talking about some serious time.\r
So determine to do that. Determine to become a “Word addict.” Once you do, you’ll never be willing to live without it again.\r
Scripture Reading:\r
Hebrews 4:1-12\r"
" Averting Judgment"," daily manna","""2016-06-09T17:10:43.871Z""","""1970-01-01T00:00:00.000Z""","Through nine rhetorical questions in our text, Prophet Amos pronounces God's revelation of the judgment on the sin of Israel. Warnings are wrapped in the posers, which are themselves very profound truths designed to teach deep Kingdom and relational realities. Can two walk together if they are not spiritually compatible? Would a Holy God entertain companionship with carnal man? No. The carnal man must first abandon his sinful way. If the Lion of the tribe of Judah should roar against sin, would the sinner not tremble and fear? And if the battle trumpet be blown, would there not be a flight for safety? Notwithstanding, there is God's assurance that even in anger He is merciful. What God is telling us is that He will always use His servants to issue warnings before moving in with judgments if the need arises. Can man then murmur when swift divine judgment follows the refusal to repent? We are the architect of the evil that accompanies sin, not God. The instructive takeaway of the lesson today is that the sinner and backslider as well as the careless Christian should not handle God's warning about the wrath to come with levity. God's admonitions are the Father's unique way of showing mercy to us. It is also a clarion call to the believer not to fall for the erroneous teaching of eternal security which assumes that a saved person can live a care-free life without watching against the possibility of backsliding. God's precepts are for all and sundry. Proverb 14:16 says it all: ""A wise man feareth, and departeth from evil: but the fool rageth, and is confident.""\r
\r
Thought for the day: He who fails to learn prime lessons of today is a calamity waiting to unfold.\r"
"Grace is enough","Faith for Faith","""2016-06-09T17:10:43.871Z""","""1970-01-01T00:00:00.000Z""","The devil has used the traditional teaching of Paul’s thorn in the flesh to talk believers out of the blessings of God for years, to try to convince us to settle for everything from sickness to sin—and to do it of our own free will.\r
It is perhaps the most destructive and the most widely accepted misinterpretation of Scripture that exists in the Body of Christ today. I’ve gone into countries to preach to people who hardly had any knowledge of the Word at all and still I have found that somehow they’d been taught about Paul’s thorn.\r
And most of them have been taught wrongly.\r
Tradition says that God gave Paul the thorn in the flesh. What’s more, tradition makes the “thorn” into some great mystery. But the Scripture doesn’t say that at all!\r
It says that the thorn in the flesh was a messenger of Satan. Not God—Satan! The thorn was quite literally just what Paul says it was—a “messenger sent from Satan.”\r
You see, everywhere Paul went, he preached the gospel and every time he preached, he destroyed a little more of Satan’s kingdom. So, Satan sent a messenger, an evil spirit, to stop him.\r
When Paul sought the Lord concerning this thorn (look at 2 Corinthians 12:8-10), God didn’t answer Paul in the negative. God said, “My grace (or, My favor) is enough. It is sufficient for you. For My strength is made perfect in your weakness (inability to produce results)” (W.E. Vine’s Expository Dictionary of Old and New Testament Words).\r
In other words, when Paul didn’t have enough human strength to overcome, God’s miracle-working power was sufficient for him. It enabled him to be an overcomer in spite of his weakness.\r
Don’t allow the devil to talk you out of your victory. Throw tradition aside and dare to believe the Word of God. Fight the fight of faith, and just like the Apostle Paul, you will see the salvation of the Lord!\r
Scripture Reading:\r
2 Corinthians 12:1-10\r"
"Develop the love","Faith for Faith","""2016-06-09T17:10:43.871Z""","""1970-01-01T00:00:00.000Z""","Quite simply, God says love is keeping His commandments. That brings love out of the indefinite into something explicit. But God has done more than define love for you. He’s given you instructions so that you can know how to love as He loves. By giving you His Word, God has given you His love manual in black and white. All you have to do is follow it and you’ll be walking in love.\r
If you’ve made Jesus Christ the Lord of your life, you’ve already taken the first step of obedience. The love of God has been born within you. But, unless you take steps to develop it, that love will remain hidden within you. Love works in much the same way as the force of faith. Like faith, love becomes active through knowledge of the Word.\r
Become love conscious by confessing and acting on God’s Word today. As you meditate these scriptures, see yourself living the love life. See yourself walking in accordance with and guided by the commandments of Jesus. Develop the love He has hidden in you.\r
\r
Scripture Reading:\r
1 John 2:3-11\r"
"From desperation to devotion","Faith for Faith","""2016-06-09T17:10:43.871Z""","""1970-01-01T00:00:00.000Z""","Things, things, things! A better job. A bigger house. New clothes for the kids. Tomorrow’s luncheon date. A better television. Get the picture?\r
Many of us have learned to believe God to prosper us to such a degree that we have too much to keep up with. We end up spending so much time and energy taking care of the legitimate “things” of life that we unconsciously give the attention and affections of our heart over to this natural world instead of to God.\r
When Kenneth and I first heard about living by faith, we were in desperate circumstances. We were sick and broke, so it was easy for us to dedicate ourselves to prayer and to the Word. But as we honored God’s Word, He honored and prospered us. We came to the place where we were no longer desperate. Then came the real test of our faith. Would we serve God out of our love for Him instead of our desperation?\r
Well, praise God, we did. But in the process we found out one thing: It takes a lot more dedication to serve God when you’re prosperous than it takes when you’re desperate! There’s a constant temptation to get so caught up in the earthly things that your desire for the things of God fades into the background.\r
As the material blessings of God come your way, remember, God has not trained you in His Word so you can consume it on your own lusts. He has revealed His Word to you so you can walk in the spirit and do the job He’s called you to do.\r
Don’t let the things of this world cause you to miss out on the glorious things of the spirit. Get your priorities in line with God’s Word. Set your mind on things above, and you’ll discover just how heavenly life was really meant to be!\r
\r
Scripture Reading:\r
Colossians 3:1-16\r"
"Getting There (1)","Myutmost for his highest","""2016-06-09T17:10:43.872Z""","""1970-01-01T00:00:00.000Z""","Come to Me… —Matthew 11:28\r
\r
Where sin and sorrow stops, and the song of the saint starts. Do I really want to get there? I can right now. The questions that truly matter in life are remarkably few, and they are all answered by these words— “Come to Me.” Our Lord’s words are not, “Do this, or don’t do that,” but— “Come to me.” If I will simply come to Jesus, my real life will be brought into harmony with my real desires. I will actually cease from sin, and will find the song of the Lord beginning in my life.\r
Have you ever come to Jesus? Look at the stubbornness of your heart. You would rather do anything than this one simple childlike thing— “Come to Me.” If you really want to experience ceasing from sin, you must come to Jesus.\r
Jesus Christ makes Himself the test to determine your genuineness. Look how He used the word come. At the most unexpected moments in your life there is this whisper of the Lord— “Come to Me,” and you are immediately drawn to Him. Personal contact with Jesus changes everything. Be “foolish” enough to come and commit yourself to what He says. The attitude necessary for you to come to Him is one where your will has made the determination to let go of everything and deliberately commit it all to Him.\r
“…and I will give you rest”— that is, “I will sustain you, causing you to stand firm.” He is not saying, “I will put you to bed, hold your hand, and sing you to sleep.” But, in essence, He is saying, “I will get you out of bed— out of your listlessness and exhaustion, and out of your condition of being half dead while you are still alive. I will penetrate you with the spirit of life, and you will be sustained by the perfection of vital activity.” Yet we become so weak and pitiful and talk about “suffering” the will of the Lord! Where is the majestic vitality and the power of the Son of God in that?\r
WISDOM FROM OSWALD CHAMBERS\r
The great word of Jesus to His disciples is Abandon. When God has brought us into the relationship of disciples, we have to venture on His word; trust entirely to Him and watch that when He brings us to the venture, we take it.  Studies in the Sermon on the Mount, 1459 R\r
Bible in One Year: Ezra 1-2; John 19:23-42\r"
"Play to win","Faith for Faith","""2016-06-09T17:10:43.872Z""","""1970-01-01T00:00:00.000Z""","I’ve often heard people say, “It’s not whether you win or lose, it’s how you play the game.” That’s nonsense. If you play the game right, you’ll win!\r
Any coach will tell you that part of playing the game right is having a winning attitude. That’s what God wants us, as believers, to have. He wants us to have so much faith in Him that we expect to whip any obstacle the devil brings our way. He wants us to expect to win at the game of life.\r
But most of us don’t come by that attitude easily. We’re so accustomed to losing that we have to totally change our way of thinking if we want to have a winning mind-set. In Ephesians, the Apostle Paul told the Church to renew their minds. Like us, they needed to change their attitudes, to renew their minds to the fact that Jesus overcame the world.\r
If you haven’t already, you need to do that too! You need to develop a glorious sense of confidence that says, “Hey, Devil, I’m going to be victorious and there’s not a thing you can do to stop me!”\r
“But, Brother Copeland, you don’t know the kinds of problems I’m facing.”\r
I know I don’t, but Jesus does and He said you should “cheer up” because He can give you peace in the midst of tribulation. He said that when Satan comes against you with everything he has, you should take heart because He’s already beaten it—Jesus has already overcome it and so can you!\r
First John 5:5 puts it this way, “Who is he that overcometh the world, but he that believeth that Jesus is the Son of God?”\r
Do you know what that scripture means? It means that if you are a born-again believer, you have an absolute right to be a winner, to overcome every aspect of this evil world. Think about that. Meditate on it. Start developing a winning attitude today!\r
\r
Scripture Reading:\r
Romans 8:29-39\r"
"Getting There (2)","Myutmost for his highest","""2016-06-09T17:10:43.872Z""","""1970-01-01T00:00:00.000Z""","They said to Him, ""Rabbi…where are You staying?"" He said to them, ""Come and see."" —John 1:38-39\r
\r
Where our self-interest sleeps and the real interest is awakened. “They…remained with Him that day….” That is about all some of us ever do. We stay with Him a short time, only to wake up to our own realities of life. Our self-interest rises up and our abiding with Him is passed. Yet there is no circumstance of life in which we cannot abide in Jesus.\r
“You are Simon….You shall be called Cephas” (John 1:42). God writes our new name only on those places in our lives where He has erased our pride, self-sufficiency, and self-interest. Some of us have our new name written only in certain spots, like spiritual measles. And in those areas of our lives we look all right. When we are in our best spiritual mood, you would think we were the highest quality saints. But don’t dare look at us when we are not in that mood. A true disciple is one who has his new name written all over him— self-interest, pride, and self-sufficiency has been completely erased.\r
Pride is the sin of making “self” our god. And some of us today do this, not like the Pharisee, but like the tax collector (see Luke 18:9-14). For you to say, “Oh, I’m no saint,” is acceptable by human standards of pride, but it is unconscious blasphemy against God. You defy God to make you a saint, as if to say, “I am too weak and hopeless and outside the reach of the atonement by the Cross of Christ.” Why aren’t you a saint? It is either that you do not want to be a saint, or that you do not believe that God can make you into one. You say it would be all right if God saved you and took you straight to heaven. That is exactly what He will do! And not only do we make our home with Him, but Jesus said of His Father and Himself, “…We will come to him and make Our home with him” (John 14:23). Put no conditions on your life— let Jesus be everything to you, and He will take you home with Him not only for a day but for eternity.\r
WISDOM FROM OSWALD CHAMBERS\r
We are all based on a conception of importance, either our own importance or the importance of someone else; Jesus tells us to go and teach based on the revelation of His importance. “All power is given unto Me.… Go ye, therefore ….”  So Send I You, 1325 R\r
Bible in One Year: Ezra 3-5; John 20"
"Getting There (3)","Myutmost for his highest","""2016-06-09T17:10:43.873Z""","""1970-01-01T00:00:00.000Z""","…come, follow Me. —Luke 18:22\r
\r
Where our individual desire dies and sanctified surrender lives. One of the greatest hindrances in coming to Jesus is the excuse of our own individual temperament. We make our temperament and our natural desires barriers to coming to Jesus. Yet the first thing we realise when we do come to Jesus is that He pays no attention whatsoever to our natural desires. We have the idea that we can dedicate our gifts to God. However, you cannot dedicate what is not yours. There is actually only one thing you can dedicate to God, and that is your right to yourself (see Romans 12:1). If you will give God your right to yourself, He will make a holy experiment out of you— and His experiments always succeed. The one true mark of a saint of God is the inner creativity that flows from being totally surrendered to Jesus Christ. In the life of a saint, there is this amazing Well, which is a continual Source of original life. The Spirit of God is a Well of water springing up perpetually fresh. A saint realises that it is God who engineers his circumstances; consequently, there are no complaints, only unrestrained surrender to Jesus. Never try to make your experience a principle for others, but allow God to be as creative and original with others as He is with you.\r
If you abandon everything to Jesus and come when He says, “Come,” then He will continue to say, “Come,” through you. You will go out into the world reproducing the echo of Christ’s “Come.” That is the result in every soul who has abandoned all and come to Jesus.\r
Have I come to Him? Will I come now?\r
WISDOM FROM OSWALD CHAMBERS\r
Beware of pronouncing any verdict on the life of faith if you are not living it. Not Knowing Whither, 900 R\r
Bible in One Year: Ezra 6-8; John 21\r"
"Get Moving! (1)","Myutmost for his highest","""2016-06-09T17:10:43.873Z""","""1970-01-01T00:00:00.000Z""","Abide in Me… —John 15:4\r
\r
 In the matter of determination. The Spirit of Jesus is put into me by way of the atonement by the Cross of Christ. I then have to build my thinking patiently to bring it into perfect harmony with my Lord. God will not make me think like Jesus— I have to do it myself. I have to bring “every thought into captivity to the obedience of Christ” (2 Corinthians 10:5). “Abide in Me”— in intellectual matters, in money matters, in every one of the matters that make human life what it is. Our lives are not made up of only one neatly confined area.\r
Am I preventing God from doing things in my circumstances by saying that it will only serve to hinder my fellowship with Him? How irrelevant and disrespectful that is! It does not matter what my circumstances are. I can be as much assured of abiding in Jesus in any one of them as I am in any prayer meeting. It is unnecessary to change and arrange my circumstances myself. Our Lord’s inner abiding was pure and unblemished. He was at home with God wherever His body was. He never chose His own circumstances, but was meek, submitting to His Father’s plans and directions for Him. Just think of how amazingly relaxed our Lord’s life was! But we tend to keep God at a fever pitch in our lives. We have none of the serenity of the life which is “hidden with Christ in God” (Colossians 3:3).\r
Think of the things that take you out of the position of abiding in Christ. You say, “Yes, Lord, just a minute— I still have this to do. Yes, I will abide as soon as this is finished, or as soon as this week is over. It will be all right, Lord. I will abide then.” Get moving— begin to abide now. In the initial stages it will be a continual effort to abide, but as you continue, it will become so much a part of your life that you will abide in Him without any conscious effort. Make the determination to abide in Jesus wherever you are now or wherever you may be placed in the future.\r
WISDOM FROM OSWALD CHAMBERS\r
Civilisation is based on principles which imply that the passing moment is permanent. The only permanent thing is God, and if I put anything else as permanent, I become atheistic. I must build only on God (John 14:6). The Highest Good—Thy Great Redemption, 565 L\r
Bible in One Year: Ezra 9-10; Acts 1\r"
"Blessings by the Bushel","Faith for Faith","""2016-06-09T17:10:43.873Z""","""1970-01-01T00:00:00.000Z""","How many blessings are you going to receive from the Word of God? It depends on how many you expect to receive. When God measures them out to you, He’ll be using your measuring stick, not His own. He always works that way.\r
Two people can hear God’s Word about healing, for example. One will measure it with faith. “Praise God, by His stripes I was healed!” he’ll say. “I believe that with all my heart, and I’m going to keep on believing it until I receive my healing.”\r
The other will measure it with skepticism. “I don’t care what Bible verses he comes up with,” he’ll say. “I just don’t trust that preacher. I’ll give this healing stuff a try, but I doubt very much if anything’s going to come of it.”\r
Both of those people will get exactly what they expect. God will measure to them just as they measured the Word. One will get healed...the other won’t.\r
I must warn you though, sometimes measuring the Word with faith is hard. Years ago, when Gloria first read the scripture, “Owe no man anything,” it was tempting for her to measure it as a curse, not a blessing. We were living in a terrible little house at the time, and she wanted a new one more than just about anything.\r
How were we ever going to buy a decent house without borrowing? It didn’t seem possible. So, to her, it was as if that scripture had said, “Gloria, you can’t have a new house.”\r
But she refused to measure it that way. She grabbed the devil by the throat and said, “Look here now, you’re not going to cheat me out of my house.” Then she started believing that somehow God could provide her with a house debt free. Sure enough, He did.\r
If you want to receive blessings by the bushel load, start going to the Word with a bushel basket. Put a big measure of faith in the hand of God. He’ll fill it to overflowing and give it right back to you!\r
\r
Scripture Reading:\r
Luke 8:1-18\r"
"What’s Your Passion?","United Christain Broadcaster","""2016-06-09T17:10:43.873Z""","""1970-01-01T00:00:00.000Z""","‘My heart grew hot within me, and as I meditated, the fire burned.’\r
Psalm 39:3\r
\r
When God gives you a vision for your life, it’ll burn within you like a fire that can’t be extinguished. The psalmist said, ‘My heart grew hot within me, and as I meditated, the fire burned.’ So, what are you passionate about? What burns ‘hot’ within you? When God calls you to do something, He creates within you both the desire to do it and the power to carry it out. Though you feel inadequate and unqualified, stand on His Word: ‘For God is working in you, giving you the desire and the power to do what pleases him’ (Philippians 2:13 NLT). Mahatma Gandhi had a vision of a free and independent India at a time when it was governed by the British. Henry Ford had a vision of every family in America owning the automobile at a time when people were frightened of his new invention. Daniel K. Ludwig had a vision of a self-supporting industrial region in the heart of the Brazilian jungle at a time when there was no industry, no electricity, and no city of any kind for hundreds of miles. Where do such creative desires come from? God, Who is our Creator! And when God gives you a true worldview, you’ll never be happy living in a narrow mental framework. Are there times when you’ll feel afraid and uncertain about what to do? Yes! Fear and faith are two sides of the same coin, and they’ll always be part of your thinking. But the one you choose is the one that’ll determine your future - and you get to choose!\r
2 King 19-21, Acts 12\r"
"Know God's Will","Faith for Faith","""2016-06-09T17:10:43.873Z""","""1970-01-01T00:00:00.000Z""","\r
What a time of monumental decisions and changes we’re living in. If there ever was a day when you and I must know God’s will and purpose for our lives, it’s now.\r
In fact, nothing else is going to work! God is changing and rearranging things, lining them up for the end-time move of the Spirit. If you’re going to keep up, you must know God’s perfect plan for your life—and how to carry it out in His power!\r
How do you do that? Through prayer.\r
In fact, God has provided us a prayer in His Word that we can use to receive the wisdom and understanding we need for this critical time we live in. You’ll find it in Colossians 1:9-11.\r
“For this cause we...do not cease to pray for you, and to desire that ye might be filled with the knowledge of [God’s] will in all wisdom and spiritual understanding; that ye might walk worthy of the Lord unto all pleasing, being fruitful in every good work, and increasing in the knowledge of God; strengthened with all might, according to his glorious power, unto all patience and longsuffering with joyfulness.”\r
In recent months, God has instructed Gloria and me to pray that prayer for our ministry Partners and for ourselves every day. It’s a powerful, Holy Ghost-inspired prayer that will not only enable you to know what God’s will is, but to have the wisdom and understanding to carry it out.\r
That’s where most failure comes in Christian endeavors. We get a glimpse of God’s will for our lives in the spirit, but then we mess things up by trying to carry it out in the flesh. Instead of letting the Lord build the house in His power, we try to build it ourselves and end up doing it all in vain.\r
Don’t make that mistake in the days ahead. Instead, pray this prayer that God has given us. It was written in the New Testament for you. Put your name in it. It’s a prayer you can be sure God will answer. Put it to work in your life daily and God will fill you with His knowledge and understanding!\r
\r
Scripture Reading:\r
Colossians 1:9-22\r"
"Know God's Will","Faith for Faith","""2016-06-09T17:10:43.874Z""","""1970-01-01T00:00:00.000Z""","\r
What a time of monumental decisions and changes we’re living in. If there ever was a day when you and I must know God’s will and purpose for our lives, it’s now.\r
In fact, nothing else is going to work! God is changing and rearranging things, lining them up for the end-time move of the Spirit. If you’re going to keep up, you must know God’s perfect plan for your life—and how to carry it out in His power!\r
How do you do that? Through prayer.\r
In fact, God has provided us a prayer in His Word that we can use to receive the wisdom and understanding we need for this critical time we live in. You’ll find it in Colossians 1:9-11.\r
“For this cause we...do not cease to pray for you, and to desire that ye might be filled with the knowledge of [God’s] will in all wisdom and spiritual understanding; that ye might walk worthy of the Lord unto all pleasing, being fruitful in every good work, and increasing in the knowledge of God; strengthened with all might, according to his glorious power, unto all patience and longsuffering with joyfulness.”\r
In recent months, God has instructed Gloria and me to pray that prayer for our ministry Partners and for ourselves every day. It’s a powerful, Holy Ghost-inspired prayer that will not only enable you to know what God’s will is, but to have the wisdom and understanding to carry it out.\r
That’s where most failure comes in Christian endeavors. We get a glimpse of God’s will for our lives in the spirit, but then we mess things up by trying to carry it out in the flesh. Instead of letting the Lord build the house in His power, we try to build it ourselves and end up doing it all in vain.\r
Don’t make that mistake in the days ahead. Instead, pray this prayer that God has given us. It was written in the New Testament for you. Put your name in it. It’s a prayer you can be sure God will answer. Put it to work in your life daily and God will fill you with His knowledge and understanding!\r
\r
Scripture Reading:\r
Colossians 1:9-22\r"
"Love: The Winning Strategy (1)","United Christain Broadcaster","""2016-06-09T17:10:43.874Z""","""1970-01-01T00:00:00.000Z""","‘Love never fails.’\r
1 Corinthians 13:8\r
The Bible says, ‘Love never fails.’ Think about it: money doesn’t bring happiness, fame doesn’t bring self-worth, and revenge doesn’t bring satisfaction. The only thing that never fails is love. When Mother Teresa addressed world leaders at the United Nations, she was asked, ‘How can we have world peace?’ She replied, ‘Go home and love your family.’ If we all did that, ‘Paradise Lost’ would become ‘Paradise Found’! Napoleon Bonaparte’s intellectual greatness and intense egotism make his alleged tribute to the supremacy of leadership by love, all the more striking. He said, ‘Alexander, Caesar, Charlemagne, and I myself founded great empires: but upon what did the creations of our genius depend on ? Upon force. Jesus alone founded His empire upon love, and to this day millions would die for Him.’ Sometimes leaders are just power-holders. Because you can’t love others without making yourself vulnerable, they see expressing love as a weakness. But the fact is you can’t love and ‘keep all your options open’. To truly love - whether it’s your spouse, your children, or the people you lead - you must give yourself unreservedly in such a way that you can be hurt and even rejected. The fundamental principle on which power-holders operate is to protect themselves and everything they have. Whereas the fundamental principle of true leadership is to give of yourself with no holds barred. Love as an intrinsic characteristic of leadership seems outmoded, yet according to Scripture, it’s still the winning strategy. The Bible says, ‘God has not given us a spirit of fear, but of power and of love and of a sound mind’ (2 Timothy 1:7 NKJV). That’s why love is the winning strategy.\r
2 King 24-35, Acts 13:26-52"
"Love: The Winning Strategy (2)","United Christain Broadcaster","""2016-06-09T17:10:43.874Z""","""1970-01-01T00:00:00.000Z""","‘If you love those who love you, what credit is that to you?’\r
Luke 6:32\r
\r
The love talked about in Scripture isn’t a sentimental emotion that gives you goose bumps. It’s compassion, caring, and concern for the well-being of another. It’s based on commitment, not convenience. It’s an act of your will, not a reflex of your emotions. Jesus asks a question that makes you stop in your tracks. ‘If you love only those who love you, why should you get credit for that? Even sinners love those who love them! And if you do good only to those who do good to you, why should you get credit?’ (vs. 32-33 NLT). Loving is the hardest thing you’ll ever do, and it will require all the grace God can give you. Jesus continues: ‘Love your enemies! Do good to them! Lend to them without expecting to be repaid. Then your reward from heaven will be very great, and you will truly be acting as children of the Most High, for he is kind to those who are unthankful and wicked. You must be compassionate, just as your Father is compassionate. Do not judge others, and you will not be judged. Do not condemn others, or it will all come back to you. Forgive others, and you will be forgiven. Give, and you will receive. Your gift will return to you in full - pressed down, shaken together to make room for more, running over … The amount you give will determine the amount you get back’ (vv. 35-38 NLT). You say, ‘That’s a high standard!’ Yes, that’s why it’s the winning strategy.\r
1 Chron 1-3, Acts 14"
"Love: The Winning Strategy (3)","United Christain Broadcaster","""2016-06-09T17:10:43.874Z""","""1970-01-01T00:00:00.000Z""","‘Love the Lord your God with all your heart.’\r
Matthew 22:37\r
\r
One day Christ’s critics asked Him, ‘Teacher, which is the greatest commandment in the Law?’ (v. 36 NIV 2011 Edition). His answer is a timely reminder to both leaders and followers; it includes those who sit in the pews and those who stand in the pulpit. ‘Love the Lord your God with all your heart … all your soul and all your mind. This is the first and greatest commandment’ (vv. 37-38 NIV 2011 Edition). As a leader you must never leave a question in anyone’s mind as to who is God - and who isn’t. Namely, yourself! God said, ‘You shall have no other gods before Me’ (Exodus 20:3 NKJV). And that’s important because you’re never in greater danger than when people begin to praise you. Yes, we must teach people to respect, honour, and reward good leadership, but the Christlike leader discourages adulation and shies away from the limelight. John the Baptist was so successful as a preacher that when he finished speaking, his audience flocked to Jesus. Speaking of it, Christ later said, in essence, ‘John, you did your job well!’ Apparently John agreed, for he said, ‘He must increase, but I must decrease’ (John 3:30 NKJV). Isaiah wrote, ‘In the year that King Uzziah died, I saw the Lord sitting on a throne, high and lifted up’ (Isaiah 6:1 NKJV). The king had to die before Isaiah saw the Lord. Only when a leader becomes impervious to applause and approval and dies to ego, is God glorified in his or her leadership. Indeed, when Christ alone is exalted, the God-called leader smiles and says, ‘Thank You, Lord - that’s how You intended it.’\r
1 Chron 4-6, Acts 15:1-21\r"
"Conquering Your Fear of Lack (1)","United Christain Broadcaster","""2016-06-09T17:10:43.874Z""","""1970-01-01T00:00:00.000Z""","‘But they who seek (inquire of and require) the Lord [by right of their need and on the authority of His Word], none of them shall lack any beneficial thing.’\r
Psalm 34:10\r
\r
It’s okay to grow up in poverty, as long as poverty doesn’t grow up on you and control your thinking. One celebrity was asked how he felt about growing up in poverty. Amazingly, he confessed that he still suffered anxiety over having enough in the future. So he tended to be overly frugal, viewed his money as somewhat surreal, and wasn’t able to relax and enjoy the blessings that come with success. However, his wife had brought balance to the relationship with the mindset of giving, spend, and save. Who do you believe is responsible for your success, yourself or God? As long as you are, you’ll remain vulnerable to people, circumstances, and economic conditions. But when you know God’s responsible for your success, what you gain you can maintain. So your options are: trust yourself - or God! The psalmist writes: ‘There is no want to those who truly revere and worship Him with godly fear. The young lions lack food and suffer hunger, but they who seek (inquire of and require) the Lord [by right of their need and on the authority of His Word], none of them shall lack any beneficial thing’ (vv. 9-10 AMP Classic Edition). You say, ‘But that’s an Old Testament promise.’ Then here’s a New Testament one: ‘God is able to make all grace abound to you, so that in all things at all times, having all that you need, you will abound in every good work’ (2 Corinthians 9:8 NIV 1984 Edition).\r
Luke 11:1-28, Ps 63-65"
"Conquering Your Fear of Lack (2)","United Christain Broadcaster","""2016-06-09T17:10:43.874Z""","""1970-01-01T00:00:00.000Z""","‘The Lord is my Shepherd … I shall not lack.’\r
Psalm 23:1\r
\r
Why does the Bible compare us to sheep? Because they’re one of the most dependent creatures in the world; they must trust in the shepherd for everything they need. And that’s how God wants you to live: in dependence on Him. When you constantly live in the fear of lack, you’re not trusting God enough. This core fear drives many of our other fears, including the fear of becoming disabled, or the fear of ageing, or the fear of investing, or the fear of retiring poor. In its extreme form, fear of lack can lead to anxiety that requires you to live on antidepressants or other medication. It’s also one of the root causes of greed. You can become so obsessed with insuring yourself against the possibility of not having enough, that you hoard more than you’ll ever need. It can drive you to become a workaholic so that neither you nor your children will ever experience discomfort, inconvenience, and helplessness. And like all fears, it’s based on an erroneous belief about God - in particular, His ability and willingness to take care of you. ‘The Lord is my Shepherd [to feed, guide, and shield me], I shall not lack.’ Stop living as though you don’t believe what God has promised you! A good strategy is to learn the promises, understand the ones that are conditional, meet the conditions, and rest in His love and faithfulness. This doesn’t mean you sit idly by and wait for God to do what He has given you the ability to do. You must do the natural things, and trust Him for the supernatural ones.\r
1 Chron 7-9, Acts 15:22-41"
"Conquering Your Fear of Lack (3)","United Christain Broadcaster","""2016-06-09T17:10:43.874Z""","""1970-01-01T00:00:00.000Z""","‘Now to him who is able to do immeasurably more than all we ask or imagine, according to his power that is at work within us.’\r
Ephesians 3:20\r
\r
Here are some scriptural strategies for conquering your fear of lack: 1) Give God the first tenth of your income (see Malachi 3:8-12; Matthew 23:23). Don’t debate whether it’s an Old Testament rule versus a New Testament requirement. Wouldn’t you rather do more than required, then find out later that you fell short of God’s expectations? 2) Live by the 10-10-80 rule. After you give God the first 10 percent of your income, put the second 10 percent into savings and budget yourself to live on the remaining 80 percent. 3) Confront the areas in which your fear of lack is the greatest. Food? Housing? Transportation? Health insurance? Retirement? Now cast down those imaginations and replace them with this promise: ‘God will generously provide all you need. Then you will always have everything you need and plenty left over to share with others’ (2 Corinthians 9:8 NLT). 4) Refuse to rely solely on your credentials, marketable skills, or influential contacts for the assurance of your financial provision. ‘Now to him who is able to do immeasurably more than all we ask or imagine, according to his power that is at work within us.’ Maximise your personal power, but trust ultimately in God’s power alone. Jesus said, ‘I have come that they may have life, and have it to the full’ (John 10:10 NIV 2011 Edition). That’s not just ‘spiritual’ life, but every aspect of life. Today, believe and receive what Jesus promised by faith, and begin to live ‘to the full’.\r
1 Chron 10-12, Acts 16:1-21"
